ofac_id,uk_id,explanation
19128,13309,ofac_id: 19128 has a jaccard distance of 0.0 with uk_id: 13309 from the name column
19129,13308,ofac_id: 19129 has a jaccard distance of 0.0 with uk_id: 13308 from the name column
19268,13868,ofac_id: 19268 has a jaccard distance of 0.0 with uk_id: 13868 from the name column
19488,13338,ofac_id: 19488 has a jaccard distance of 0.2222222222222222 with uk_id: 13338 from the name column
19489,13541,ofac_id: 19489 has a jaccard distance of 0.13043478260869568 with uk_id: 13541 from the name column
19492,13339,ofac_id: 19492 has a jaccard distance of 0.03448275862068961 with uk_id: 13339 from the name column
19493,13342,ofac_id: 19493 has a jaccard distance of 0.040000000000000036 with uk_id: 13342 from the name column
19497,13540,ofac_id: 19497 has a jaccard distance of 0.16666666666666663 with uk_id: 13540 from the name column
19498,13257,ofac_id: 19498 has a jaccard distance of 0.0 with uk_id: 13257 from the name column
19508,13426,ofac_id: 19508 has a jaccard distance of 0.0 with uk_id: 13426 from the name column
19509,13425,ofac_id: 19509 has a jaccard distance of 0.03448275862068961 with uk_id: 13425 from the name column
19530,13343,ofac_id: 19530 has a jaccard distance of 0.02564102564102566 with uk_id: 13343 from the name column
19613,13551,ofac_id: 19613 has a jaccard distance of 0.02857142857142858 with uk_id: 13551 from the name column
19629,13427,ofac_id: 19629 has a jaccard distance of 0.027027027027026973 with uk_id: 13427 from the name column
19630,13428,ofac_id: 19630 has a jaccard distance of 0.03125 with uk_id: 13428 from the name column
19790,13900,ofac_id: 19790 has a jaccard distance of 0.21999999999999997 with uk_id: 13900 from the name column
19850,13448,ofac_id: 19850 has a jaccard distance of 0.0 with uk_id: 13448 from the name column
19929,13379,ofac_id: 19929 has a jaccard distance of 0.0 with uk_id: 13379 from the name column
19930,13378,ofac_id: 19930 has a jaccard distance of 0.0 with uk_id: 13378 from the name column
20029,13701,ofac_id: 20029 has a jaccard distance of 0.0714285714285714 with uk_id: 13701 from the name column
20123,13542,ofac_id: 20123 has a jaccard distance of 0.032258064516129004 with uk_id: 13542 from the name column
20124,13472,ofac_id: 20124 has a jaccard distance of 0.19999999999999996 with uk_id: 13472 from the name column
20125,13475,ofac_id: 20125 has a jaccard distance of 0.16666666666666663 with uk_id: 13475 from the name column
20239,13376,ofac_id: 20239 has a jaccard distance of 0.0 with uk_id: 13376 from the name column
20240,13377,ofac_id: 20240 has a jaccard distance of 0.0 with uk_id: 13377 from the name column
20250,13679,ofac_id: 20250 has a jaccard distance of 0.1333333333333333 with uk_id: 13679 from the name column
20272,13100,ofac_id: 20272 has a jaccard distance of 0.0 with uk_id: 13100 from the name column
20282,13099,ofac_id: 20282 has a jaccard distance of 0.0 with uk_id: 13099 from the name column
20285,13700,ofac_id: 20285 has a jaccard distance of 0.13953488372093026 with uk_id: 13700 from the name column
20419,13433,ofac_id: 20419 has a jaccard distance of 0.0 with uk_id: 13433 from the name column
20420,13436,ofac_id: 20420 has a jaccard distance of 0.0 with uk_id: 13436 from the name column
20569,13537,ofac_id: 20569 has a jaccard distance of 0.0357142857142857 with uk_id: 13537 from the name column
20572,13486,ofac_id: 20572 has a jaccard distance of 0.09999999999999998 with uk_id: 13486 from the name column
20578,13538,ofac_id: 20578 has a jaccard distance of 0.02564102564102566 with uk_id: 13538 from the name column
20580,13484,ofac_id: 20580 has a jaccard distance of 0.045454545454545414 with uk_id: 13484 from the name column
20603,13485,ofac_id: 20603 has a jaccard distance of 0.0 with uk_id: 13485 from the name column
20920,13392,ofac_id: 20920 has a jaccard distance of 0.0 with uk_id: 13392 from the name column
20921,13393,ofac_id: 20921 has a jaccard distance of 0.15384615384615385 with uk_id: 13393 from the name column
20922,13391,ofac_id: 20922 has a jaccard distance of 0.0 with uk_id: 13391 from the name column
20923,13390,ofac_id: 20923 has a jaccard distance of 0.0 with uk_id: 13390 from the name column
20924,13394,ofac_id: 20924 has a jaccard distance of 0.0 with uk_id: 13394 from the name column
20940,13229,ofac_id: 20940 has a jaccard distance of 0.0 with uk_id: 13229 from the name column
20941,13494,ofac_id: 20941 has a jaccard distance of 0.0 with uk_id: 13494 from the name column
20942,13493,ofac_id: 20942 has a jaccard distance of 0.0 with uk_id: 13493 from the name column
20946,12042,ofac_id: 20946 has a jaccard distance of 0.15384615384615385 with uk_id: 12042 from the name column
20949,13495,ofac_id: 20949 has a jaccard distance of 0.0 with uk_id: 13495 from the name column
20950,13252,ofac_id: 20950 has a jaccard distance of 0.19999999999999996 with uk_id: 13252 from the name column
20959,13450,ofac_id: 20959 has a jaccard distance of 0.0 with uk_id: 13450 from the name column
20964,13399,ofac_id: 20964 has a jaccard distance of 0.0 with uk_id: 13399 from the name column
20965,13398,ofac_id: 20965 has a jaccard distance of 0.0 with uk_id: 13398 from the name column
20967,13406,ofac_id: 20967 has a jaccard distance of 0.15384615384615385 with uk_id: 13406 from the name column
20969,13395,ofac_id: 20969 has a jaccard distance of 0.0 with uk_id: 13395 from the name column
20998,13610,ofac_id: 20998 has a jaccard distance of 0.23809523809523814 with uk_id: 13610 from the name column
21144,13459,ofac_id: 21144 has a jaccard distance of 0.0 with uk_id: 13459 from the name column
21165,13452,ofac_id: 21165 has a jaccard distance of 0.0 with uk_id: 13452 from the name column
21171,13968,ofac_id: 21171 has a jaccard distance of 0.0 with uk_id: 13968 from the name column
21184,13310,ofac_id: 21184 has a jaccard distance of 0.19999999999999996 with uk_id: 13310 from the name column
21186,13867,ofac_id: 21186 has a jaccard distance of 0.0 with uk_id: 13867 from the name column
21248,13228,ofac_id: 21248 has a jaccard distance of 0.0 with uk_id: 13228 from the name column
21265,13446,ofac_id: 21265 has a jaccard distance of 0.0 with uk_id: 13446 from the name column
21330,13748,ofac_id: 21330 has a jaccard distance of 0.0 with uk_id: 13748 from the name column
21331,13747,ofac_id: 21331 has a jaccard distance of 0.0 with uk_id: 13747 from the name column
21363,13511,ofac_id: 21363 has a jaccard distance of 0.0 with uk_id: 13511 from the name column
21388,13518,ofac_id: 21388 has a jaccard distance of 0.0 with uk_id: 13518 from the name column
21405,13830,ofac_id: 21405 has a jaccard distance of 0.04761904761904767 with uk_id: 13830 from the name column
21424,13235,ofac_id: 21424 has a jaccard distance of 0.1282051282051282 with uk_id: 13235 from the name column
21726,13515,ofac_id: 21726 has a jaccard distance of 0.08823529411764708 with uk_id: 13515 from the name column
21728,13513,ofac_id: 21728 has a jaccard distance of 0.0 with uk_id: 13513 from the name column
21731,13714,ofac_id: 21731 has a jaccard distance of 0.0 with uk_id: 13714 from the name column
21732,13539,ofac_id: 21732 has a jaccard distance of 0.0 with uk_id: 13539 from the name column
21959,13508,ofac_id: 21959 has a jaccard distance of 0.0 with uk_id: 13508 from the name column
22183,13584,ofac_id: 22183 has a jaccard distance of 0.0 with uk_id: 13584 from the name column
22247,13845,ofac_id: 22247 has a jaccard distance of 0.0 with uk_id: 13845 from the name column
22255,13236,ofac_id: 22255 has a jaccard distance of 0.02857142857142858 with uk_id: 13236 from the name column
22284,13548,ofac_id: 22284 has a jaccard distance of 0.050000000000000044 with uk_id: 13548 from the name column
22285,13575,ofac_id: 22285 has a jaccard distance of 0.15625 with uk_id: 13575 from the name column
22409,13723,ofac_id: 22409 has a jaccard distance of 0.12 with uk_id: 13723 from the name column
22411,12968,ofac_id: 22411 has a jaccard distance of 0.0 with uk_id: 12968 from the name column
22464,13617,ofac_id: 22464 has a jaccard distance of 0.04166666666666663 with uk_id: 13617 from the name column
22643,13516,ofac_id: 22643 has a jaccard distance of 0.14814814814814814 with uk_id: 13516 from the name column
22747,13580,ofac_id: 22747 has a jaccard distance of 0.0 with uk_id: 13580 from the name column
22748,13688,ofac_id: 22748 has a jaccard distance of 0.0 with uk_id: 13688 from the name column
22750,13585,ofac_id: 22750 has a jaccard distance of 0.0 with uk_id: 13585 from the name column
22751,13582,ofac_id: 22751 has a jaccard distance of 0.0 with uk_id: 13582 from the name column
22752,13683,ofac_id: 22752 has a jaccard distance of 0.0 with uk_id: 13683 from the name column
22753,13680,ofac_id: 22753 has a jaccard distance of 0.0 with uk_id: 13680 from the name column
22863,13615,ofac_id: 22863 has a jaccard distance of 0.0 with uk_id: 13615 from the name column
22903,13698,ofac_id: 22903 has a jaccard distance of 0.0 with uk_id: 13698 from the name column
22996,12439,ofac_id: 22996 has a jaccard distance of 0.15384615384615385 with uk_id: 12439 from the name column
23090,13360,ofac_id: 23090 has a jaccard distance of 0.23076923076923073 with uk_id: 13360 from the name column
23126,13690,ofac_id: 23126 has a jaccard distance of 0.0 with uk_id: 13690 from the name column
23128,13844,ofac_id: 23128 has a jaccard distance of 0.23076923076923073 with uk_id: 13844 from the name column
23130,13846,ofac_id: 23130 has a jaccard distance of 0.0 with uk_id: 13846 from the name column
23253,13856,ofac_id: 23253 has a jaccard distance of 0.0 with uk_id: 13856 from the name column
23278,13682,ofac_id: 23278 has a jaccard distance of 0.0 with uk_id: 13682 from the name column
23305,14005,ofac_id: 23305 has a jaccard distance of 0.0 with uk_id: 14005 from the name column
23343,13042,ofac_id: 23343 has a jaccard distance of 0.2222222222222222 with uk_id: 13042 from the name column
23383,14065,ofac_id: 23383 has a jaccard distance of 0.0 with uk_id: 14065 from the name column
23429,11152,ofac_id: 23429 has a jaccard distance of 0.11538461538461542 with uk_id: 11152 from the name column
23433,11153,ofac_id: 23433 has a jaccard distance of 0.16666666666666663 with uk_id: 11153 from the name column
23470,11801,ofac_id: 23470 has a jaccard distance of 0.1428571428571429 with uk_id: 11801 from the name column
23471,11796,ofac_id: 23471 has a jaccard distance of 0.0 with uk_id: 11796 from the name column
23545,13521,ofac_id: 23545 has a jaccard distance of 0.0 with uk_id: 13521 from the name column
23546,13522,ofac_id: 23546 has a jaccard distance of 0.0 with uk_id: 13522 from the name column
23558,13558,ofac_id: 23558 has a jaccard distance of 0.0 with uk_id: 13558 from the name column
23567,13523,ofac_id: 23567 has a jaccard distance of 0.09999999999999998 with uk_id: 13523 from the name column
23582,13208,ofac_id: 23582 has a jaccard distance of 0.0 with uk_id: 13208 from the name column
23634,6911,ofac_id: 23634 has a jaccard distance of 0.0 with uk_id: 6911 from the name column
23643,13604,ofac_id: 23643 has a jaccard distance of 0.0 with uk_id: 13604 from the name column
23644,13605,ofac_id: 23644 has a jaccard distance of 0.0 with uk_id: 13605 from the name column
23645,13606,ofac_id: 23645 has a jaccard distance of 0.11764705882352944 with uk_id: 13606 from the name column
23705,13627,ofac_id: 23705 has a jaccard distance of 0.0 with uk_id: 13627 from the name column
23706,13629,ofac_id: 23706 has a jaccard distance of 0.04761904761904767 with uk_id: 13629 from the name column
23707,13632,ofac_id: 23707 has a jaccard distance of 0.045454545454545414 with uk_id: 13632 from the name column
23708,13633,ofac_id: 23708 has a jaccard distance of 0.038461538461538436 with uk_id: 13633 from the name column
23711,13634,ofac_id: 23711 has a jaccard distance of 0.040000000000000036 with uk_id: 13634 from the name column
23712,13635,ofac_id: 23712 has a jaccard distance of 0.13636363636363635 with uk_id: 13635 from the name column
23714,13637,ofac_id: 23714 has a jaccard distance of 0.038461538461538436 with uk_id: 13637 from the name column
23715,13640,ofac_id: 23715 has a jaccard distance of 0.05555555555555558 with uk_id: 13640 from the name column
23717,13641,ofac_id: 23717 has a jaccard distance of 0.040000000000000036 with uk_id: 13641 from the name column
23724,13639,ofac_id: 23724 has a jaccard distance of 0.05555555555555558 with uk_id: 13639 from the name column
23725,13628,ofac_id: 23725 has a jaccard distance of 0.052631578947368474 with uk_id: 13628 from the name column
23726,13647,ofac_id: 23726 has a jaccard distance of 0.09090909090909094 with uk_id: 13647 from the name column
23727,13657,ofac_id: 23727 has a jaccard distance of 0.11111111111111116 with uk_id: 13657 from the name column
23728,13661,ofac_id: 23728 has a jaccard distance of 0.08333333333333337 with uk_id: 13661 from the name column
23729,13656,ofac_id: 23729 has a jaccard distance of 0.09090909090909094 with uk_id: 13656 from the name column
23730,13648,ofac_id: 23730 has a jaccard distance of 0.19999999999999996 with uk_id: 13648 from the name column
23732,13649,ofac_id: 23732 has a jaccard distance of 0.09090909090909094 with uk_id: 13649 from the name column
23733,13650,ofac_id: 23733 has a jaccard distance of 0.09999999999999998 with uk_id: 13650 from the name column
23734,13651,ofac_id: 23734 has a jaccard distance of 0.09999999999999998 with uk_id: 13651 from the name column
23735,13652,ofac_id: 23735 has a jaccard distance of 0.125 with uk_id: 13652 from the name column
23736,13653,ofac_id: 23736 has a jaccard distance of 0.11111111111111116 with uk_id: 13653 from the name column
23737,13654,ofac_id: 23737 has a jaccard distance of 0.1428571428571429 with uk_id: 13654 from the name column
23738,13655,ofac_id: 23738 has a jaccard distance of 0.11111111111111116 with uk_id: 13655 from the name column
23739,13660,ofac_id: 23739 has a jaccard distance of 0.11111111111111116 with uk_id: 13660 from the name column
23740,13659,ofac_id: 23740 has a jaccard distance of 0.09999999999999998 with uk_id: 13659 from the name column
23744,13658,ofac_id: 23744 has a jaccard distance of 0.16666666666666663 with uk_id: 13658 from the name column
23763,13626,ofac_id: 23763 has a jaccard distance of 0.04166666666666663 with uk_id: 13626 from the name column
23769,13644,ofac_id: 23769 has a jaccard distance of 0.2068965517241379 with uk_id: 13644 from the name column
23775,13645,ofac_id: 23775 has a jaccard distance of 0.0 with uk_id: 13645 from the name column
23777,13630,ofac_id: 23777 has a jaccard distance of 0.0 with uk_id: 13630 from the name column
23785,13638,ofac_id: 23785 has a jaccard distance of 0.11111111111111116 with uk_id: 13638 from the name column
23787,13646,ofac_id: 23787 has a jaccard distance of 0.04347826086956519 with uk_id: 13646 from the name column
23824,13642,ofac_id: 23824 has a jaccard distance of 0.04166666666666663 with uk_id: 13642 from the name column
23825,13631,ofac_id: 23825 has a jaccard distance of 0.06451612903225812 with uk_id: 13631 from the name column
23923,13619,ofac_id: 23923 has a jaccard distance of 0.0 with uk_id: 13619 from the name column
23924,13618,ofac_id: 23924 has a jaccard distance of 0.0 with uk_id: 13618 from the name column
24309,13036,ofac_id: 24309 has a jaccard distance of 0.0 with uk_id: 13036 from the name column
24312,13676,ofac_id: 24312 has a jaccard distance of 0.10526315789473684 with uk_id: 13676 from the name column
24315,13035,ofac_id: 24315 has a jaccard distance of 0.0 with uk_id: 13035 from the name column
24424,13586,ofac_id: 24424 has a jaccard distance of 0.0 with uk_id: 13586 from the name column
24585,12865,ofac_id: 24585 has a jaccard distance of 0.0 with uk_id: 12865 from the name column
24590,11778,ofac_id: 24590 has a jaccard distance of 0.0 with uk_id: 11778 from the name column
24783,13709,ofac_id: 24783 has a jaccard distance of 0.1578947368421053 with uk_id: 13709 from the name column
24807,13735,ofac_id: 24807 has a jaccard distance of 0.0 with uk_id: 13735 from the name column
24808,13681,ofac_id: 24808 has a jaccard distance of 0.0 with uk_id: 13681 from the name column
24809,13692,ofac_id: 24809 has a jaccard distance of 0.0 with uk_id: 13692 from the name column
24810,13689,ofac_id: 24810 has a jaccard distance of 0.0 with uk_id: 13689 from the name column
25077,13687,ofac_id: 25077 has a jaccard distance of 0.0 with uk_id: 13687 from the name column
26078,13874,ofac_id: 26078 has a jaccard distance of 0.125 with uk_id: 13874 from the name column
26086,13879,ofac_id: 26086 has a jaccard distance of 0.125 with uk_id: 13879 from the name column
26091,13889,ofac_id: 26091 has a jaccard distance of 0.09523809523809523 with uk_id: 13889 from the name column
26092,13888,ofac_id: 26092 has a jaccard distance of 0.21052631578947367 with uk_id: 13888 from the name column
26094,13719,ofac_id: 26094 has a jaccard distance of 0.0 with uk_id: 13719 from the name column
26095,13720,ofac_id: 26095 has a jaccard distance of 0.0 with uk_id: 13720 from the name column
26125,13837,ofac_id: 26125 has a jaccard distance of 0.21052631578947367 with uk_id: 13837 from the name column
26170,13744,ofac_id: 26170 has a jaccard distance of 0.0 with uk_id: 13744 from the name column
26171,13751,ofac_id: 26171 has a jaccard distance of 0.0 with uk_id: 13751 from the name column
26388,14008,ofac_id: 26388 has a jaccard distance of 0.0 with uk_id: 14008 from the name column
26416,14009,ofac_id: 26416 has a jaccard distance of 0.0 with uk_id: 14009 from the name column
26529,13236,ofac_id: 26529 has a jaccard distance of 0.23076923076923073 with uk_id: 13236 from the name column
26723,13873,ofac_id: 26723 has a jaccard distance of 0.24 with uk_id: 13873 from the name column
26725,14007,ofac_id: 26725 has a jaccard distance of 0.21875 with uk_id: 14007 from the name column
26886,13755,ofac_id: 26886 has a jaccard distance of 0.0 with uk_id: 13755 from the name column
26889,13817,ofac_id: 26889 has a jaccard distance of 0.0 with uk_id: 13817 from the name column
26894,13765,ofac_id: 26894 has a jaccard distance of 0.033333333333333326 with uk_id: 13765 from the name column
26941,11235,ofac_id: 26941 has a jaccard distance of 0.1875 with uk_id: 11235 from the name column
26942,12498,ofac_id: 26942 has a jaccard distance of 0.11111111111111116 with uk_id: 12498 from the name column
26990,13790,ofac_id: 26990 has a jaccard distance of 0.0 with uk_id: 13790 from the name column
27000,13789,ofac_id: 27000 has a jaccard distance of 0.0 with uk_id: 13789 from the name column
27156,13800,ofac_id: 27156 has a jaccard distance of 0.0 with uk_id: 13800 from the name column
27223,13684,ofac_id: 27223 has a jaccard distance of 0.0 with uk_id: 13684 from the name column
27224,13686,ofac_id: 27224 has a jaccard distance of 0.0 with uk_id: 13686 from the name column
27225,13897,ofac_id: 27225 has a jaccard distance of 0.0 with uk_id: 13897 from the name column
27226,13898,ofac_id: 27226 has a jaccard distance of 0.0 with uk_id: 13898 from the name column
27583,13799,ofac_id: 27583 has a jaccard distance of 0.0 with uk_id: 13799 from the name column
27687,13841,ofac_id: 27687 has a jaccard distance of 0.0 with uk_id: 13841 from the name column
27850,12199,ofac_id: 27850 has a jaccard distance of 0.2222222222222222 with uk_id: 12199 from the name column
27863,13791,ofac_id: 27863 has a jaccard distance of 0.0 with uk_id: 13791 from the name column
27865,13812,ofac_id: 27865 has a jaccard distance of 0.09090909090909094 with uk_id: 13812 from the name column
28184,13926,ofac_id: 28184 has a jaccard distance of 0.0 with uk_id: 13926 from the name column
28312,13850,ofac_id: 28312 has a jaccard distance of 0.0 with uk_id: 13850 from the name column
28350,13810,ofac_id: 28350 has a jaccard distance of 0.0 with uk_id: 13810 from the name column
28351,13805,ofac_id: 28351 has a jaccard distance of 0.0 with uk_id: 13805 from the name column
28352,13806,ofac_id: 28352 has a jaccard distance of 0.0 with uk_id: 13806 from the name column
28353,13807,ofac_id: 28353 has a jaccard distance of 0.040000000000000036 with uk_id: 13807 from the name column
28354,13808,ofac_id: 28354 has a jaccard distance of 0.038461538461538436 with uk_id: 13808 from the name column
28564,14052,ofac_id: 28564 has a jaccard distance of 0.0 with uk_id: 14052 from the name column
28653,12211,ofac_id: 28653 has a jaccard distance of 0.2222222222222222 with uk_id: 12211 from the name column
28717,13840,ofac_id: 28717 has a jaccard distance of 0.0 with uk_id: 13840 from the name column
29026,13760,ofac_id: 29026 has a jaccard distance of 0.0 with uk_id: 13760 from the name column
29043,13766,ofac_id: 29043 has a jaccard distance of 0.024390243902439046 with uk_id: 13766 from the name column
29045,13821,ofac_id: 29045 has a jaccard distance of 0.0 with uk_id: 13821 from the name column
29046,13753,ofac_id: 29046 has a jaccard distance of 0.2222222222222222 with uk_id: 13753 from the name column
29048,13764,ofac_id: 29048 has a jaccard distance of 0.022727272727272707 with uk_id: 13764 from the name column
29076,12635,ofac_id: 29076 has a jaccard distance of 0.0 with uk_id: 12635 from the name column
29462,14072,ofac_id: 29462 has a jaccard distance of 0.0 with uk_id: 14072 from the name column
29663,13936,ofac_id: 29663 has a jaccard distance of 0.0 with uk_id: 13936 from the name column
29674,13963,ofac_id: 29674 has a jaccard distance of 0.15384615384615385 with uk_id: 13963 from the name column
30084,12726,ofac_id: 30084 has a jaccard distance of 0.0 with uk_id: 12726 from the name column
30229,13818,ofac_id: 30229 has a jaccard distance of 0.0 with uk_id: 13818 from the name column
30426,14066,ofac_id: 30426 has a jaccard distance of 0.0 with uk_id: 14066 from the name column
30545,13932,ofac_id: 30545 has a jaccard distance of 0.08695652173913049 with uk_id: 13932 from the name column
30663,12503,ofac_id: 30663 has a jaccard distance of 0.05555555555555558 with uk_id: 12503 from the name column
30723,13975,ofac_id: 30723 has a jaccard distance of 0.171875 with uk_id: 13975 from the name column
30743,12222,ofac_id: 30743 has a jaccard distance of 0.0 with uk_id: 12222 from the name column
30976,12692,ofac_id: 30976 has a jaccard distance of 0.0625 with uk_id: 12692 from the name column
31122,13969,ofac_id: 31122 has a jaccard distance of 0.0 with uk_id: 13969 from the name column
31123,13970,ofac_id: 31123 has a jaccard distance of 0.0 with uk_id: 13970 from the name column
31124,13974,ofac_id: 31124 has a jaccard distance of 0.0 with uk_id: 13974 from the name column
31125,13973,ofac_id: 31125 has a jaccard distance of 0.0 with uk_id: 13973 from the name column
31126,13037,ofac_id: 31126 has a jaccard distance of 0.0 with uk_id: 13037 from the name column
31126,13972,ofac_id: 31126 has a jaccard distance of 0.0 with uk_id: 13972 from the name column
31129,14056,ofac_id: 31129 has a jaccard distance of 0.0 with uk_id: 14056 from the name column
31131,14058,ofac_id: 31131 has a jaccard distance of 0.0 with uk_id: 14058 from the name column
31133,14059,ofac_id: 31133 has a jaccard distance of 0.0 with uk_id: 14059 from the name column
31134,14063,ofac_id: 31134 has a jaccard distance of 0.0 with uk_id: 14063 from the name column
31137,14061,ofac_id: 31137 has a jaccard distance of 0.0 with uk_id: 14061 from the name column
31162,13894,ofac_id: 31162 has a jaccard distance of 0.0 with uk_id: 13894 from the name column
31171,14062,ofac_id: 31171 has a jaccard distance of 0.0 with uk_id: 14062 from the name column
31172,14060,ofac_id: 31172 has a jaccard distance of 0.0 with uk_id: 14060 from the name column
31195,13406,ofac_id: 31195 has a jaccard distance of 0.2142857142857143 with uk_id: 13406 from the name column
31474,14057,ofac_id: 31474 has a jaccard distance of 0.0 with uk_id: 14057 from the name column
31492,14077,ofac_id: 31492 has a jaccard distance of 0.16666666666666663 with uk_id: 14077 from the name column
31512,13682,ofac_id: 31512 has a jaccard distance of 0.2222222222222222 with uk_id: 13682 from the name column
31517,14080,ofac_id: 31517 has a jaccard distance of 0.2272727272727273 with uk_id: 14080 from the name column
7132,7530,ofac_id: 7132 has a jaccard distance of 0.0 with uk_id: 7530 from the addresses column
8107,7999,ofac_id: 8107 has a jaccard distance of 0.0 with uk_id: 7999 from the addresses column
8108,7998,ofac_id: 8108 has a jaccard distance of 0.0 with uk_id: 7998 from the addresses column
8181,10734,ofac_id: 8181 has a jaccard distance of 0.2033898305084746 with uk_id: 10734 from the addresses column
8260,8431,ofac_id: 8260 has a jaccard distance of 0.0 with uk_id: 8431 from the addresses column
8314,8281,ofac_id: 8314 has a jaccard distance of 0.10810810810810811 with uk_id: 8281 from the addresses column
8350,8281,ofac_id: 8350 has a jaccard distance of 0.24390243902439024 with uk_id: 8281 from the addresses column
10743,9158,ofac_id: 10743 has a jaccard distance of 0.14583333333333337 with uk_id: 9158 from the addresses column
11195,11199,ofac_id: 11195 has a jaccard distance of 0.13043478260869568 with uk_id: 11199 from the addresses column
11581,12452,ofac_id: 11581 has a jaccard distance of 0.0 with uk_id: 12452 from the addresses column
11598,10912,ofac_id: 11598 has a jaccard distance of 0.0 with uk_id: 10912 from the addresses column
12551,12268,ofac_id: 12551 has a jaccard distance of 0.04761904761904767 with uk_id: 12268 from the addresses column
12803,12460,ofac_id: 12803 has a jaccard distance of 0.054545454545454564 with uk_id: 12460 from the addresses column
12869,12432,ofac_id: 12869 has a jaccard distance of 0.0 with uk_id: 12432 from the addresses column
13109,12277,ofac_id: 13109 has a jaccard distance of 0.06976744186046513 with uk_id: 12277 from the addresses column
13374,12430,ofac_id: 13374 has a jaccard distance of 0.19444444444444442 with uk_id: 12430 from the addresses column
13387,12431,ofac_id: 13387 has a jaccard distance of 0.0 with uk_id: 12431 from the addresses column
13387,12431,ofac_id: 13387 has a jaccard distance of 0.0 with uk_id: 12431 from the addresses column
15518,12808,ofac_id: 15518 has a jaccard distance of 0.038461538461538436 with uk_id: 12808 from the addresses column
15583,12249,ofac_id: 15583 has a jaccard distance of 0.0 with uk_id: 12249 from the addresses column
15603,13536,ofac_id: 15603 has a jaccard distance of 0.0 with uk_id: 13536 from the addresses column
15652,9104,ofac_id: 15652 has a jaccard distance of 0.0 with uk_id: 9104 from the addresses column
16085,13341,ofac_id: 16085 has a jaccard distance of 0.0 with uk_id: 13341 from the addresses column
16221,12808,ofac_id: 16221 has a jaccard distance of 0.18965517241379315 with uk_id: 12808 from the addresses column
16441,12252,ofac_id: 16441 has a jaccard distance of 0.0 with uk_id: 12252 from the addresses column
16443,11554,ofac_id: 16443 has a jaccard distance of 0.1071428571428571 with uk_id: 11554 from the addresses column
17067,13340,ofac_id: 17067 has a jaccard distance of 0.0 with uk_id: 13340 from the addresses column
17152,13090,ofac_id: 17152 has a jaccard distance of 0.0 with uk_id: 13090 from the addresses column
18027,13544,ofac_id: 18027 has a jaccard distance of 0.0357142857142857 with uk_id: 13544 from the addresses column
18953,13340,ofac_id: 18953 has a jaccard distance of 0.22499999999999998 with uk_id: 13340 from the addresses column
20199,13702,ofac_id: 20199 has a jaccard distance of 0.0 with uk_id: 13702 from the addresses column
21125,13512,ofac_id: 21125 has a jaccard distance of 0.08571428571428574 with uk_id: 13512 from the addresses column
23553,13705,ofac_id: 23553 has a jaccard distance of 0.04347826086956519 with uk_id: 13705 from the addresses column
23555,13705,ofac_id: 23555 has a jaccard distance of 0.04347826086956519 with uk_id: 13705 from the addresses column
23556,13705,ofac_id: 23556 has a jaccard distance of 0.04347826086956519 with uk_id: 13705 from the addresses column
23565,13524,ofac_id: 23565 has a jaccard distance of 0.0 with uk_id: 13524 from the addresses column
23713,13636,ofac_id: 23713 has a jaccard distance of 0.0 with uk_id: 13636 from the addresses column
23779,13643,ofac_id: 23779 has a jaccard distance of 0.0 with uk_id: 13643 from the addresses column
